Id. de pedido,Producto,Precio por unidad,Cantidad,Descuento
11017,Sirope de regaliz,10.00 €,25,0.00%
11017,Raclet de queso Courdavault,55.00 €,110,0.00%
11017,Cerveza Outback,15.00 €,30,0.00%
11018,Queso Manchego La Pastora,38.00 €,20,0.00%
11018,Langostinos tigre Carnarvon,62.50 €,10,0.00%
11018,Gnocchi de la abuela Alicia,38.00 €,5,0.00%
11019,Arenque salado,12.00 €,3,0.00%
11019,Regaliz,20.00 €,2,0.00%
11020,Pez espada,31.00 €,24,15.00%
11021,Cerveza tibetana Barley,19.00 €,11,25.00%
11021,Mermelada de Sir Rodney's,81.00 €,15,0.00%
11021,Ositos de goma Gumbär,31.23 €,63,0.00%
11021,Manzanas secas Manjimup,53.00 €,44,25.00%
11021,Queso Mozzarella Giovanni,34.80 €,35,0.00%
11022,Pastas de té de chocolate,9.20 €,35,0.00%
11022,Queso Gudbrandsdals,36.00 €,30,0.00%
11023,Peras secas orgánicas del tío Bob,30.00 €,4,0.00%
11023,Café de Malasia,46.00 €,30,0.00%
11024,Ositos de goma Gumbär,31.23 €,12,0.00%
11024,Queso de cabra,2.50 €,30,0.00%
11024,Salsa de pimiento picante de Luisiana,21.05 €,21,0.00%
11024,Crema de queso Fløtemys,21.50 €,50,0.00%
11025,Té Dharamsala,18.00 €,10,10.00%
11025,Algas Konbu,6.00 €,20,10.00%
11026,Langostinos tigre Carnarvon,62.50 €,8,0.00%
11026,Manzanas secas Manjimup,53.00 €,10,0.00%
11027,Refresco Guaraná Fantástica,4.50 €,30,25.00%
11027,Tarta de azúcar,49.30 €,21,25.00%
11028,Paté chino,24.00 €,35,0.00%
11028,Raclet de queso Courdavault,55.00 €,24,0.00%
11029,Gnocchi de la abuela Alicia,38.00 €,20,0.00%
11029,Sandwich de vegetales,43.90 €,12,0.00%
11030,Cerveza tibetana Barley,19.00 €,100,25.00%
11030,Mezcla Gumbo del chef Anton,21.35 €,70,0.00%
11030,Salchicha Thüringer,123.79 €,60,25.00%
11030,Raclet de queso Courdavault,55.00 €,100,25.00%
11031,Té Dharamsala,18.00 €,45,0.00%
11031,Algas Konbu,6.00 €,80,0.00%
11031,Refresco Guaraná Fantástica,4.50 €,21,0.00%
11031,Bollos de pan de Wimmer,33.25 €,20,0.00%
11031,Crema de queso Fløtemys,21.50 €,16,0.00%
11032,Escabeche de arenque,19.00 €,35,0.00%
11032,Vino Côte de Blaye,263.50 €,25,0.00%
11032,Raclet de queso Courdavault,55.00 €,30,0.00%
11033,Empanada de carne,32.80 €,70,10.00%
11033,Queso Gudbrandsdals,36.00 €,36,10.00%
11034,Bollos de Sir Rodney's,10.00 €,15,10.00%
11034,Azúcar negra Malacca,19.45 €,12,0.00%
11034,Sirope de arce,28.50 €,6,0.00%
11035,Té Dharamsala,18.00 €,10,0.00%
11035,Cerveza negra Steeleye,18.00 €,60,0.00%
11035,Tallarines de Singapur,14.00 €,30,0.00%
11035,Empanada de cerdo,7.45 €,10,0.00%
11036,Algas Konbu,6.00 €,7,0.00%
11036,Raclet de queso Courdavault,55.00 €,30,0.00%
11037,Cerveza Outback,15.00 €,4,0.00%
11038,Carne de cangrejo de Boston,18.40 €,5,20.00%
11038,Cereales para Filo,7.00 €,2,0.00%
11038,Crema de queso Fløtemys,21.50 €,30,0.00%
11039,Col fermentada Rössle,45.60 €,20,0.00%
11039,Cerveza negra Steeleye,18.00 €,24,0.00%
11039,Regaliz,20.00 €,60,0.00%
11039,Raviolis Angelo,19.50 €,28,0.00%
11040,Bollos de Sir Rodney's,10.00 €,20,0.00%
11041,Cerveza tibetana Barley,19.00 €,30,20.00%
11041,Sandwich de vegetales,43.90 €,30,0.00%
11042,Azúcar negra Malacca,19.45 €,15,0.00%
11042,Sirope de arce,28.50 €,4,0.00%
11043,Queso Cabrales,21.00 €,10,0.00%
11044,Tarta de azúcar,49.30 €,12,0.00%
11045,Queso de cabra,2.50 €,15,0.00%
11045,Manzanas secas Manjimup,53.00 €,24,0.00%
11046,Queso Manchego La Pastora,38.00 €,20,5.00%
11046,Queso Mascarpone Fabioli,32.00 €,15,5.00%
11046,Cerveza negra Steeleye,18.00 €,18,5.00%
11047,Té Dharamsala,18.00 €,25,25.00%
11047,Mezcla Gumbo del chef Anton,21.35 €,30,25.00%
11048,Barras de pan de Escocia,12.50 €,42,0.00%
11049,Cerveza tibetana Barley,19.00 €,10,20.00%
11049,Queso Manchego La Pastora,38.00 €,4,20.00%
11050,Licor Cloudberry,18.00 €,50,10.00%
11051,Refresco Guaraná Fantástica,4.50 €,10,20.00%
11052,Café de Malasia,46.00 €,30,20.00%
11052,Sirope de arce,28.50 €,10,20.00%
11053,Langostinos tigre Carnarvon,62.50 €,35,20.00%
11053,Queso Mascarpone Fabioli,32.00 €,20,0.00%
11053,Bollos de pan de Wimmer,33.25 €,25,20.00%
11054,Queso de cabra,2.50 €,10,0.00%
11054,Cerveza Laughing Lumberjack,14.00 €,20,0.00%
11055,Refresco Guaraná Fantástica,4.50 €,15,0.00%
11055,Crema de chocolate y nueces NuNuCa,14.00 €,15,0.00%
11055,Manzanas secas Manjimup,53.00 €,20,0.00%
11055,Raviolis Angelo,19.50 €,20,0.00%
11056,Peras secas orgánicas del tío Bob,30.00 €,40,0.00%
11056,Paté chino,24.00 €,35,0.00%
11056,Camembert Pierrot,34.00 €,50,0.00%
11057,Cerveza Outback,15.00 €,3,0.00%
11058,Bollos de Sir Rodney's,10.00 €,3,0.00%
11058,Camembert Pierrot,34.00 €,21,0.00%
11058,Sirope de arce,28.50 €,4,0.00%
11059,Algas Konbu,6.00 €,30,0.00%
11059,Cordero Alice Springs,39.00 €,12,0.00%
11059,Camembert Pierrot,34.00 €,35,0.00%
11060,Camembert Pierrot,34.00 €,4,0.00%
11060,Salsa verde original Frankfurter,13.00 €,10,0.00%
11061,Camembert Pierrot,34.00 €,15,0.00%
11062,Empanada de carne,32.80 €,10,20.00%
11062,Cerveza Outback,15.00 €,12,20.00%
11063,Cerveza Sasquatch,14.00 €,30,0.00%
11063,Carne de cangrejo de Boston,18.40 €,40,10.00%
11063,Crema de almejas estilo Nueva Inglaterra,9.65 €,30,10.00%
11064,Cordero Alice Springs,39.00 €,77,10.00%
11064,Crema de almejas estilo Nueva Inglaterra,9.65 €,12,0.00%
11064,Empanada de carne,32.80 €,25,10.00%
11064,Paté chino,24.00 €,4,10.00%
11064,Barras de pan de Escocia,12.50 €,55,0.00%
11065,Arenque blanco del noroeste,25.89 €,4,25.00%
11065,Empanada de cerdo,7.45 €,20,25.00%
11066,Postre de merengue Pavlova,17.45 €,3,0.00%
11066,Pastas de té de chocolate,9.20 €,42,0.00%
11066,Cerveza Sasquatch,14.00 €,35,0.00%
11067,Crema de almejas estilo Nueva Inglaterra,9.65 €,9,0.00%
11068,Col fermentada Rössle,45.60 €,8,15.00%
11068,Café de Malasia,46.00 €,36,15.00%
11068,Salsa verde original Frankfurter,13.00 €,28,15.00%
11069,Licor verde Chartreuse,18.00 €,20,0.00%
11070,Té Dharamsala,18.00 €,40,15.00%
11070,Cerveza tibetana Barley,19.00 €,20,15.00%
11070,Postre de merengue Pavlova,17.45 €,30,15.00%
11070,Queso gorgonzola Telino,12.50 €,20,0.00%
11071,Peras secas orgánicas del tío Bob,30.00 €,15,5.00%
11071,Algas Konbu,6.00 €,10,5.00%
11072,Cerveza tibetana Barley,19.00 €,8,0.00%
11072,Crema de almejas estilo Nueva Inglaterra,9.65 €,40,0.00%
11072,Chocolate blanco,16.25 €,22,0.00%
11072,Bollos de pan de Wimmer,33.25 €,130,0.00%
11073,Queso Cabrales,21.00 €,10,0.00%
11073,Refresco Guaraná Fantástica,4.50 €,20,0.00%
11074,Postre de merengue Pavlova,17.45 €,14,5.00%
11075,Cerveza tibetana Barley,19.00 €,10,15.00%
11075,Arenque salado,12.00 €,30,15.00%
11075,Licor Cloudberry,18.00 €,2,15.00%
11076,Mermelada de grosellas de la abuela,25.00 €,20,25.00%
11076,Cuajada de judías,23.25 €,20,25.00%
11076,Pastas de té de chocolate,9.20 €,10,25.00%
11077,Cerveza tibetana Barley,19.00 €,24,20.00%
11077,Sirope de regaliz,10.00 €,4,0.00%
11077,Especias Cajun del chef Anton,22.00 €,1,0.00%
11077,Mermelada de grosellas de la abuela,25.00 €,1,2.00%
11077,Peras secas orgánicas del tío Bob,30.00 €,1,5.00%
11077,Salsa de arándanos Northwoods,40.00 €,2,10.00%
11077,Pez espada,31.00 €,1,0.00%
11077,Queso Manchego La Pastora,38.00 €,2,5.00%
11077,Algas Konbu,6.00 €,4,0.00%
11077,Cuajada de judías,23.25 €,1,3.00%
11077,Postre de merengue Pavlova,17.45 €,2,3.00%
11077,Mermelada de Sir Rodney's,81.00 €,1,4.00%
11077,Pan fino,9.00 €,2,0.00%
11077,Queso Mascarpone Fabioli,32.00 €,1,0.00%
11077,Licor verde Chartreuse,18.00 €,2,5.00%
11077,Crema de almejas estilo Nueva Inglaterra,9.65 €,3,0.00%
11077,Arenque salado,12.00 €,3,2.00%
11077,Cereales para Filo,7.00 €,2,0.00%
11077,Paté chino,24.00 €,2,0.00%
11077,Camembert Pierrot,34.00 €,2,6.00%
11077,Bollos de pan de Wimmer,33.25 €,2,3.00%
11077,Especias picantes de Luisiana,17.00 €,1,0.00%
11077,Caviar rojo,15.00 €,2,1.00%
11077,Cerveza Klosterbier Rhönbräu,7.75 €,4,0.00%
11077,Salsa verde original Frankfurter,13.00 €,2,0.00%
