Id. de pedido,Cliente,Empleado,Fecha de pedido,Fecha de entrega,Fecha de envío,Forma de envío,Cargo,Nombre de destinatario,Dirección de destinatario,Ciudad de destinatario,Región de destinatario,Código postal de destinatario,País de destinatario
10820,Rattlesnake Canyon Grocery,"Leverling, Janet",07-01-1998,04-02-1998,13-01-1998,United Package,37.52 €,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,Estados Unidos
10821,Split Rail Beer & Ale,"Davolio, Nancy",08-01-1998,05-02-1998,15-01-1998,Speedy Express,36.68 €,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,Estados Unidos
10822,Trail's Head Gourmet Provisioners,"Suyama, Michael",08-01-1998,05-02-1998,16-01-1998,Federal Shipping,7.00 €,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,Estados Unidos
10823,LILA-Supermercado,"Buchanan, Steven",09-01-1998,06-02-1998,13-01-1998,United Package,163.97 €,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10824,Folk och fä HB,"Callahan, Laura",09-01-1998,06-02-1998,30-01-1998,Speedy Express,1.23 €,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Suecia
10825,Drachenblut Delikatessen,"Davolio, Nancy",09-01-1998,06-02-1998,14-01-1998,Speedy Express,79.25 €,Drachenblut Delikatessen,Walserweg 21,Aachen,,52066,Alemania
10826,Blondel père et fils,"Suyama, Michael",12-01-1998,09-02-1998,06-02-1998,Speedy Express,7.09 €,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,Francia
10827,Bon app',"Davolio, Nancy",12-01-1998,26-01-1998,06-02-1998,United Package,63.54 €,Bon app',"12, rue des Bouchers",Marseille,,13008,Francia
10828,Rancho grande,"Dodsworth, Anne",13-01-1998,27-01-1998,04-02-1998,Speedy Express,90.85 €,Rancho grande,Av. del Libertador 900,Buenos Aires,,1010,Argentina
10829,Island Trading,"Dodsworth, Anne",13-01-1998,10-02-1998,23-01-1998,Speedy Express,154.72 €,Island Trading,"Garden House
Crowther Way",Cowes,Isle of Wight,PO31 7PJ,Reino Unido
10830,Tradição Hipermercados,"Peacock, Margaret",13-01-1998,24-02-1998,21-01-1998,United Package,81.83 €,Tradição Hipermercados,"Av. Inês de Castro, 414",São Paulo,SP,05634-030,Brasil
10831,Santé Gourmet,"Leverling, Janet",14-01-1998,11-02-1998,23-01-1998,United Package,72.19 €,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Noruega
10832,La maison d'Asie,"Fuller, Andrew",14-01-1998,11-02-1998,19-01-1998,United Package,43.26 €,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,Francia
10833,Ottilies Käseladen,"Suyama, Michael",15-01-1998,12-02-1998,23-01-1998,United Package,71.49 €,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Alemania
10834,Tradição Hipermercados,"Davolio, Nancy",15-01-1998,12-02-1998,19-01-1998,Federal Shipping,29.78 €,Tradição Hipermercados,"Av. Inês de Castro, 414",São Paulo,SP,05634-030,Brasil
10835,Alfreds Futterkiste,"Davolio, Nancy",15-01-1998,12-02-1998,21-01-1998,Federal Shipping,69.53 €,Alfreds Futterkiste,Obere Str. 57,Berlín,,12209,Alemania
10836,Ernst Handel,"King, Robert",16-01-1998,13-02-1998,21-01-1998,Speedy Express,411.88 €,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10837,Berglunds snabbköp,"Dodsworth, Anne",16-01-1998,13-02-1998,23-01-1998,Federal Shipping,13.32 €,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Suecia
10838,LINO-Delicateses,"Leverling, Janet",19-01-1998,16-02-1998,23-01-1998,Federal Shipping,59.28 €,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10839,Tradição Hipermercados,"Leverling, Janet",19-01-1998,16-02-1998,22-01-1998,Federal Shipping,35.43 €,Tradição Hipermercados,"Av. Inês de Castro, 414",São Paulo,SP,05634-030,Brasil
10840,LINO-Delicateses,"Peacock, Margaret",19-01-1998,02-03-1998,16-02-1998,United Package,2.71 €,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10841,Suprêmes délices,"Buchanan, Steven",20-01-1998,17-02-1998,29-01-1998,United Package,424.30 €,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Bélgica
10842,Tortuga Restaurante,"Davolio, Nancy",20-01-1998,17-02-1998,29-01-1998,Federal Shipping,54.42 €,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,México
10843,Victuailles en stock,"Peacock, Margaret",21-01-1998,18-02-1998,26-01-1998,United Package,9.26 €,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,Francia
10844,Piccolo und mehr,"Callahan, Laura",21-01-1998,18-02-1998,26-01-1998,United Package,25.22 €,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10845,QUICK-Stop,"Callahan, Laura",21-01-1998,04-02-1998,30-01-1998,Speedy Express,212.98 €,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Alemania
10846,Suprêmes délices,"Fuller, Andrew",22-01-1998,05-03-1998,23-01-1998,Federal Shipping,56.46 €,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Bélgica
10847,Save-a-lot Markets,"Peacock, Margaret",22-01-1998,05-02-1998,10-02-1998,Federal Shipping,487.57 €,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,Estados Unidos
10848,Consolidated Holdings,"King, Robert",23-01-1998,20-02-1998,29-01-1998,United Package,38.24 €,Consolidated Holdings,"Berkeley Gardens
12  Brewery",London,,WX1 6LT,Reino Unido
10849,Königlich Essen,"Dodsworth, Anne",23-01-1998,20-02-1998,30-01-1998,United Package,0.56 €,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Alemania
10850,Victuailles en stock,"Davolio, Nancy",23-01-1998,06-03-1998,30-01-1998,Speedy Express,49.19 €,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,Francia
10851,Ricardo Adocicados,"Buchanan, Steven",26-01-1998,23-02-1998,02-02-1998,Speedy Express,160.55 €,Ricardo Adocicados,"Av. Copacabana, 267",Río de Janeiro,RJ,02389-890,Brasil
10852,Rattlesnake Canyon Grocery,"Callahan, Laura",26-01-1998,09-02-1998,30-01-1998,Speedy Express,174.05 €,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,Estados Unidos
10853,Blauer See Delikatessen,"Dodsworth, Anne",27-01-1998,24-02-1998,03-02-1998,United Package,53.83 €,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Alemania
10854,Ernst Handel,"Leverling, Janet",27-01-1998,24-02-1998,05-02-1998,United Package,100.22 €,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10855,Old World Delicatessen,"Leverling, Janet",27-01-1998,24-02-1998,04-02-1998,Speedy Express,170.97 €,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,Estados Unidos
10856,Antonio Moreno Taquería,"Leverling, Janet",28-01-1998,25-02-1998,10-02-1998,United Package,58.43 €,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,México
10857,Berglunds snabbköp,"Callahan, Laura",28-01-1998,25-02-1998,06-02-1998,United Package,188.85 €,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Suecia
10858,La corne d'abondance,"Fuller, Andrew",29-01-1998,26-02-1998,03-02-1998,Speedy Express,52.51 €,La corne d'abondance,"67, avenue de l'Europe",Versailles,,78000,Francia
10859,Frankenversand,"Davolio, Nancy",29-01-1998,26-02-1998,02-02-1998,United Package,76.10 €,Frankenversand,Berliner Platz 43,München,,80805,Alemania
10860,France restauration,"Leverling, Janet",29-01-1998,26-02-1998,04-02-1998,Federal Shipping,19.26 €,France restauration,"54, rue Royale",Nantes,,44000,Francia
10861,White Clover Markets,"Peacock, Margaret",30-01-1998,27-02-1998,17-02-1998,United Package,14.93 €,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,Estados Unidos
10862,Lehmanns Marktstand,"Callahan, Laura",30-01-1998,13-03-1998,02-02-1998,United Package,53.23 €,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Alemania
10863,HILARIÓN-Abastos,"Peacock, Margaret",02-02-1998,02-03-1998,17-02-1998,United Package,30.26 €,HILARIÓN-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10864,Around the Horn,"Peacock, Margaret",02-02-1998,02-03-1998,09-02-1998,United Package,3.04 €,Around the Horn,"Brook Farm
Stratford St. Mary",Colchester,Essex,CO7 6JX,Reino Unido
10865,QUICK-Stop,"Fuller, Andrew",02-02-1998,16-02-1998,12-02-1998,Speedy Express,348.14 €,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Alemania
10866,Berglunds snabbköp,"Buchanan, Steven",03-02-1998,03-03-1998,12-02-1998,Speedy Express,109.11 €,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Suecia
10867,Lonesome Pine Restaurant,"Suyama, Michael",03-02-1998,17-03-1998,11-02-1998,Speedy Express,1.93 €,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,Estados Unidos
10868,Queen Cozinha,"King, Robert",04-02-1998,04-03-1998,23-02-1998,United Package,191.27 €,Queen Cozinha,"Alameda dos Canàrios, 891",São Paulo,SP,05487-020,Brasil
10869,Seven Seas Imports,"Buchanan, Steven",04-02-1998,04-03-1998,09-02-1998,Speedy Express,143.28 €,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,Reino Unido
10870,White Clover Markets,"Buchanan, Steven",04-02-1998,04-03-1998,13-02-1998,Federal Shipping,12.04 €,White Clover Markets,"305 - 14th Ave. S.
Suite 3B",Seattle,WA,98128,Estados Unidos
10871,Bon app',"Dodsworth, Anne",05-02-1998,05-03-1998,10-02-1998,United Package,112.27 €,Bon app',"12, rue des Bouchers",Marseille,,13008,Francia
10872,Godos Cocina Típica,"Buchanan, Steven",05-02-1998,05-03-1998,09-02-1998,United Package,175.32 €,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,España
10873,Wilman Kala,"Peacock, Margaret",06-02-1998,06-03-1998,09-02-1998,Speedy Express,0.82 €,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finlandia
10874,Godos Cocina Típica,"Buchanan, Steven",06-02-1998,06-03-1998,11-02-1998,United Package,19.58 €,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,España
10875,Berglunds snabbköp,"Peacock, Margaret",06-02-1998,06-03-1998,03-03-1998,United Package,32.37 €,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Suecia
10876,Bon app',"King, Robert",09-02-1998,09-03-1998,12-02-1998,Federal Shipping,60.42 €,Bon app',"12, rue des Bouchers",Marseille,,13008,Francia
10877,Ricardo Adocicados,"Davolio, Nancy",09-02-1998,09-03-1998,19-02-1998,Speedy Express,38.06 €,Ricardo Adocicados,"Av. Copacabana, 267",Río de Janeiro,RJ,02389-890,Brasil
10878,QUICK-Stop,"Peacock, Margaret",10-02-1998,10-03-1998,12-02-1998,Speedy Express,46.69 €,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Alemania
10879,Wilman Kala,"Leverling, Janet",10-02-1998,10-03-1998,12-02-1998,Federal Shipping,8.50 €,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finlandia
10880,Folk och fä HB,"King, Robert",10-02-1998,24-03-1998,18-02-1998,Speedy Express,88.01 €,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Suecia
10881,Cactus Comidas para llevar,"Peacock, Margaret",11-02-1998,11-03-1998,18-02-1998,Speedy Express,2.84 €,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,1010,Argentina
10882,Save-a-lot Markets,"Peacock, Margaret",11-02-1998,11-03-1998,20-02-1998,Federal Shipping,23.10 €,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,Estados Unidos
10883,Lonesome Pine Restaurant,"Callahan, Laura",12-02-1998,12-03-1998,20-02-1998,Federal Shipping,0.53 €,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,Estados Unidos
10884,Let's Stop N Shop,"Peacock, Margaret",12-02-1998,12-03-1998,13-02-1998,United Package,90.97 €,Let's Stop N Shop,"87 Polk St.
Suite 5",San Francisco,CA,94117,Estados Unidos
10885,Suprêmes délices,"Suyama, Michael",12-02-1998,12-03-1998,18-02-1998,Federal Shipping,5.64 €,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Bélgica
10886,Hanari Carnes,"Davolio, Nancy",13-02-1998,13-03-1998,02-03-1998,Speedy Express,4.99 €,Hanari Carnes,"Rua do Paço, 67",Río de Janeiro,RJ,05454-876,Brasil
10887,Galería del gastrónomo,"Callahan, Laura",13-02-1998,13-03-1998,16-02-1998,Federal Shipping,1.25 €,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,8022,España
10888,Godos Cocina Típica,"Davolio, Nancy",16-02-1998,16-03-1998,23-02-1998,United Package,51.87 €,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,España
10889,Rattlesnake Canyon Grocery,"Dodsworth, Anne",16-02-1998,16-03-1998,23-02-1998,Federal Shipping,280.61 €,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,Estados Unidos
10890,Du monde entier,"King, Robert",16-02-1998,16-03-1998,18-02-1998,Speedy Express,32.76 €,Du monde entier,"67, rue des Cinquante Otages",Nantes,,44000,Francia
10891,Lehmanns Marktstand,"King, Robert",17-02-1998,17-03-1998,19-02-1998,United Package,20.37 €,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Alemania
10892,Maison Dewey,"Peacock, Margaret",17-02-1998,17-03-1998,19-02-1998,United Package,120.27 €,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Bélgica
10893,Königlich Essen,"Dodsworth, Anne",18-02-1998,18-03-1998,20-02-1998,United Package,77.78 €,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Alemania
10894,Save-a-lot Markets,"Davolio, Nancy",18-02-1998,18-03-1998,20-02-1998,Speedy Express,116.13 €,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,Estados Unidos
10895,Ernst Handel,"Leverling, Janet",18-02-1998,18-03-1998,23-02-1998,Speedy Express,162.75 €,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10896,Maison Dewey,"King, Robert",19-02-1998,19-03-1998,27-02-1998,Federal Shipping,32.45 €,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Bélgica
10897,Hungry Owl All-Night Grocers,"Leverling, Janet",19-02-1998,19-03-1998,25-02-1998,United Package,603.54 €,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Irlanda
10898,Océano Atlántico Ltda.,"Peacock, Margaret",20-02-1998,20-03-1998,06-03-1998,United Package,1.27 €,Océano Atlántico Ltda.,"Ing. Gustavo Moncada 8585
Piso 20-A",Buenos Aires,,1010,Argentina
10899,LILA-Supermercado,"Buchanan, Steven",20-02-1998,20-03-1998,26-02-1998,Federal Shipping,1.21 €,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10900,Wellington Importadora,"Davolio, Nancy",20-02-1998,20-03-1998,04-03-1998,United Package,1.66 €,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brasil
10901,HILARIÓN-Abastos,"Peacock, Margaret",23-02-1998,23-03-1998,26-02-1998,Speedy Express,62.09 €,HILARIÓN-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10902,Folk och fä HB,"Davolio, Nancy",23-02-1998,23-03-1998,03-03-1998,Speedy Express,44.15 €,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Suecia
10903,Hanari Carnes,"Leverling, Janet",24-02-1998,24-03-1998,04-03-1998,Federal Shipping,36.71 €,Hanari Carnes,"Rua do Paço, 67",Río de Janeiro,RJ,05454-876,Brasil
10904,White Clover Markets,"Leverling, Janet",24-02-1998,24-03-1998,27-02-1998,Federal Shipping,162.95 €,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,Estados Unidos
10905,Wellington Importadora,"Dodsworth, Anne",24-02-1998,24-03-1998,06-03-1998,United Package,13.72 €,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brasil
10906,Wolski  Zajazd,"Peacock, Margaret",25-02-1998,11-03-1998,03-03-1998,Federal Shipping,26.29 €,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Polonia
10907,Spécialités du monde,"Suyama, Michael",25-02-1998,25-03-1998,27-02-1998,Federal Shipping,9.19 €,Spécialités du monde,"25, rue Lauriston",Paris,,75016,Francia
10908,Reggiani Caseifici,"Peacock, Margaret",26-02-1998,26-03-1998,06-03-1998,United Package,32.96 €,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italia
10909,Santé Gourmet,"Davolio, Nancy",26-02-1998,26-03-1998,10-03-1998,United Package,53.05 €,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Noruega
10910,Wilman Kala,"Davolio, Nancy",26-02-1998,26-03-1998,04-03-1998,Federal Shipping,38.11 €,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finlandia
10911,Godos Cocina Típica,"Leverling, Janet",26-02-1998,26-03-1998,05-03-1998,Speedy Express,38.19 €,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,España
10912,Hungry Owl All-Night Grocers,"Fuller, Andrew",26-02-1998,26-03-1998,18-03-1998,United Package,580.91 €,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Irlanda
10913,Queen Cozinha,"Peacock, Margaret",26-02-1998,26-03-1998,04-03-1998,Speedy Express,33.05 €,Queen Cozinha,"Alameda dos Canàrios, 891",São Paulo,SP,05487-020,Brasil
10914,Queen Cozinha,"Suyama, Michael",27-02-1998,27-03-1998,02-03-1998,Speedy Express,21.19 €,Queen Cozinha,"Alameda dos Canàrios, 891",São Paulo,SP,05487-020,Brasil
10915,Tortuga Restaurante,"Fuller, Andrew",27-02-1998,27-03-1998,02-03-1998,United Package,3.51 €,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,México
10916,Rancho grande,"Davolio, Nancy",27-02-1998,27-03-1998,09-03-1998,United Package,63.77 €,Rancho grande,Av. del Libertador 900,Buenos Aires,,1010,Argentina
10917,Romero y tomillo,"Peacock, Margaret",02-03-1998,30-03-1998,11-03-1998,United Package,8.29 €,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,España
10918,Bottom-Dollar Markets,"Leverling, Janet",02-03-1998,30-03-1998,11-03-1998,Federal Shipping,48.83 €,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canadá
10919,LINO-Delicateses,"Fuller, Andrew",02-03-1998,30-03-1998,04-03-1998,United Package,19.80 €,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10920,Around the Horn,"Peacock, Margaret",03-03-1998,31-03-1998,09-03-1998,United Package,29.61 €,Around the Horn,"Brook Farm
Stratford St. Mary",Colchester,Essex,CO7 6JX,Reino Unido
10921,Vaffeljernet,"Davolio, Nancy",03-03-1998,14-04-1998,09-03-1998,Speedy Express,176.48 €,Vaffeljernet,Smagsløget 45,Århus,,8200,Dinamarca
10922,Hanari Carnes,"Buchanan, Steven",03-03-1998,31-03-1998,05-03-1998,Federal Shipping,62.74 €,Hanari Carnes,"Rua do Paço, 67",Río de Janeiro,RJ,05454-876,Brasil
10923,La maison d'Asie,"King, Robert",03-03-1998,14-04-1998,13-03-1998,Federal Shipping,68.26 €,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,Francia
10924,Berglunds snabbköp,"Leverling, Janet",04-03-1998,01-04-1998,08-04-1998,United Package,151.52 €,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Suecia
10925,Hanari Carnes,"Leverling, Janet",04-03-1998,01-04-1998,13-03-1998,Speedy Express,2.27 €,Hanari Carnes,"Rua do Paço, 67",Río de Janeiro,RJ,05454-876,Brasil
10926,Ana Trujillo Emparedados y helados,"Peacock, Margaret",04-03-1998,01-04-1998,11-03-1998,Federal Shipping,39.92 €,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,,05021,México
10927,La corne d'abondance,"Peacock, Margaret",05-03-1998,02-04-1998,08-04-1998,Speedy Express,19.79 €,La corne d'abondance,"67, avenue de l'Europe",Versailles,,78000,Francia
10928,Galería del gastrónomo,"Davolio, Nancy",05-03-1998,02-04-1998,18-03-1998,Speedy Express,1.36 €,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,8022,España
10929,Frankenversand,"Suyama, Michael",05-03-1998,02-04-1998,12-03-1998,Speedy Express,33.93 €,Frankenversand,Berliner Platz 43,München,,80805,Alemania
10930,Suprêmes délices,"Peacock, Margaret",06-03-1998,17-04-1998,18-03-1998,Federal Shipping,15.55 €,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Bélgica
10931,Richter Supermarkt,"Peacock, Margaret",06-03-1998,20-03-1998,19-03-1998,United Package,13.60 €,Richter Supermarkt,Starenweg 5,Genève,,1204,Suiza
10932,Bon app',"Callahan, Laura",06-03-1998,03-04-1998,24-03-1998,Speedy Express,134.64 €,Bon app',"12, rue des Bouchers",Marseille,,13008,Francia
10933,Island Trading,"Suyama, Michael",06-03-1998,03-04-1998,16-03-1998,Federal Shipping,54.15 €,Island Trading,"Garden House
Crowther Way",Cowes,Isle of Wight,PO31 7PJ,Reino Unido
10934,Lehmanns Marktstand,"Leverling, Janet",09-03-1998,06-04-1998,12-03-1998,Federal Shipping,32.01 €,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Alemania
10935,Wellington Importadora,"Peacock, Margaret",09-03-1998,06-04-1998,18-03-1998,Federal Shipping,47.59 €,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brasil
10936,Great Lakes Food Market,"Leverling, Janet",09-03-1998,06-04-1998,18-03-1998,United Package,33.68 €,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,Estados Unidos
10937,Cactus Comidas para llevar,"King, Robert",10-03-1998,24-03-1998,13-03-1998,Federal Shipping,31.51 €,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,1010,Argentina
10938,QUICK-Stop,"Leverling, Janet",10-03-1998,07-04-1998,16-03-1998,United Package,31.89 €,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Alemania
10939,Magazzini Alimentari Riuniti,"Fuller, Andrew",10-03-1998,07-04-1998,13-03-1998,United Package,76.33 €,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bérgamo,,24100,Italia
10940,Bon app',"Callahan, Laura",11-03-1998,08-04-1998,23-03-1998,Federal Shipping,19.77 €,Bon app',"12, rue des Bouchers",Marseille,,13008,Francia
10941,Save-a-lot Markets,"King, Robert",11-03-1998,08-04-1998,20-03-1998,United Package,400.81 €,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,Estados Unidos
10942,Reggiani Caseifici,"Dodsworth, Anne",11-03-1998,08-04-1998,18-03-1998,Federal Shipping,17.95 €,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italia
10943,B's Beverages,"Peacock, Margaret",11-03-1998,08-04-1998,19-03-1998,United Package,2.17 €,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,Reino Unido
10944,Bottom-Dollar Markets,"Suyama, Michael",12-03-1998,26-03-1998,13-03-1998,Federal Shipping,52.92 €,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canadá
10945,Morgenstern Gesundkost,"Peacock, Margaret",12-03-1998,09-04-1998,18-03-1998,Speedy Express,10.22 €,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Alemania
10946,Vaffeljernet,"Davolio, Nancy",12-03-1998,09-04-1998,19-03-1998,United Package,27.20 €,Vaffeljernet,Smagsløget 45,Århus,,8200,Dinamarca
10947,B's Beverages,"Leverling, Janet",13-03-1998,10-04-1998,16-03-1998,United Package,3.26 €,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,Reino Unido
10948,Godos Cocina Típica,"Leverling, Janet",13-03-1998,10-04-1998,19-03-1998,Federal Shipping,23.39 €,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,España
10949,Bottom-Dollar Markets,"Fuller, Andrew",13-03-1998,10-04-1998,17-03-1998,Federal Shipping,74.44 €,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canadá
10950,Magazzini Alimentari Riuniti,"Davolio, Nancy",16-03-1998,13-04-1998,23-03-1998,United Package,2.50 €,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bérgamo,,24100,Italia
10951,Richter Supermarkt,"Dodsworth, Anne",16-03-1998,27-04-1998,07-04-1998,United Package,30.85 €,Richter Supermarkt,Starenweg 5,Genève,,1204,Suiza
10952,Alfreds Futterkiste,"Davolio, Nancy",16-03-1998,27-04-1998,24-03-1998,Speedy Express,40.42 €,Alfreds Futterkiste,Obere Str. 57,Berlín,,12209,Alemania
10953,Around the Horn,"Dodsworth, Anne",16-03-1998,30-03-1998,25-03-1998,United Package,23.72 €,Around the Horn,"Brook Farm
Stratford St. Mary",Colchester,Essex,CO7 6JX,Reino Unido
10954,LINO-Delicateses,"Buchanan, Steven",17-03-1998,28-04-1998,20-03-1998,Speedy Express,27.91 €,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10955,Folk och fä HB,"Callahan, Laura",17-03-1998,14-04-1998,20-03-1998,United Package,3.26 €,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Suecia
10956,Blauer See Delikatessen,"Suyama, Michael",17-03-1998,28-04-1998,20-03-1998,United Package,44.65 €,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Alemania
10957,HILARIÓN-Abastos,"Callahan, Laura",18-03-1998,15-04-1998,27-03-1998,Federal Shipping,105.36 €,HILARIÓN-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10958,Océano Atlántico Ltda.,"King, Robert",18-03-1998,15-04-1998,27-03-1998,United Package,49.56 €,Océano Atlántico Ltda.,"Ing. Gustavo Moncada 8585
Piso 20-A",Buenos Aires,,1010,Argentina
10959,Gourmet Lanchonetes,"Suyama, Michael",18-03-1998,29-04-1998,23-03-1998,United Package,4.98 €,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brasil
10960,HILARIÓN-Abastos,"Leverling, Janet",19-03-1998,02-04-1998,08-04-1998,Speedy Express,2.08 €,HILARIÓN-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10961,Queen Cozinha,"Callahan, Laura",19-03-1998,16-04-1998,30-03-1998,Speedy Express,104.47 €,Queen Cozinha,"Alameda dos Canàrios, 891",São Paulo,SP,05487-020,Brasil
10962,QUICK-Stop,"Callahan, Laura",19-03-1998,16-04-1998,23-03-1998,United Package,275.79 €,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Alemania
